Date,1100500,simulated_1030
2017-04-05T00:00:00,7.5,3.442
2017-04-06T00:00:00,8.2,3.403
2017-04-07T00:00:00,8.4,3.346
2017-04-08T00:00:00,7.9,3.282
2017-04-09T00:00:00,7.8,3.213
2017-04-10T00:00:00,7.8,3.156
2017-04-11T00:00:00,8.2,3.093
2017-04-12T00:00:00,8.5,3.021
2017-04-13T00:00:00,8.7,2.947
2017-04-14T00:00:00,7.3,2.874
2017-04-15T00:00:00,6.4,2.802
2017-04-16T00:00:00,5.6,2.731
2017-04-17T00:00:00,5.0,2.659
2017-04-18T00:00:00,4.4,2.588
2017-04-19T00:00:00,3.8,2.518
2017-04-20T00:00:00,3.5,2.448
2017-04-21T00:00:00,3.5,2.416
2017-04-22T00:00:00,4.06,2.384
2017-04-23T00:00:00,4.11,2.366
2017-04-24T00:00:00,4.04,2.374
2017-04-25T00:00:00,4.08,2.584
2017-04-26T00:00:00,5.12,2.762
2017-04-27T00:00:00,5.81,2.815
2017-04-28T00:00:00,5.85,2.806
2017-04-29T00:00:00,5.25,2.911
2017-04-30T00:00:00,5.78,2.988
2017-05-01T00:00:00,7.11,2.997
2017-05-02T00:00:00,7.09,2.973
2017-05-03T00:00:00,6.6,2.937
2017-05-04T00:00:00,5.93,2.895
2017-05-05T00:00:00,5.37,2.848
2017-05-06T00:00:00,4.7,2.795
2017-05-07T00:00:00,4.11,2.738
2017-05-08T00:00:00,3.64,2.681
2017-05-09T00:00:00,3.35,2.624
2017-05-10T00:00:00,3.06,2.566
2017-05-11T00:00:00,2.77,2.51
2017-05-12T00:00:00,2.64,2.453
2017-05-13T00:00:00,2.42,2.393
2017-05-14T00:00:00,2.21,2.33
2017-05-15T00:00:00,2.06,2.265
2017-05-16T00:00:00,1.93,2.2
2017-05-17T00:00:00,1.8,2.135
2017-05-18T00:00:00,1.67,2.071
2017-05-19T00:00:00,1.54,2.005
2017-05-20T00:00:00,1.59,1.937
2017-05-21T00:00:00,1.42,1.87
2017-05-22T00:00:00,1.21,1.805
2017-05-23T00:00:00,1.16,1.742
2017-05-24T00:00:00,1.03,1.682
2017-05-25T00:00:00,0.98,1.624
2017-05-26T00:00:00,0.86,1.569
2017-05-27T00:00:00,0.79,1.516
2017-05-28T00:00:00,0.67,1.463
2017-05-29T00:00:00,0.65,1.411
2017-05-30T00:00:00,0.63,1.362
2017-05-31T00:00:00,0.63,1.319
2017-06-01T00:00:00,0.68,1.282
2017-06-02T00:00:00,0.73,1.187
2017-06-03T00:00:00,0.71,1.072
2017-06-04T00:00:00,0.66,0.992
2017-06-05T00:00:00,0.62,0.939
2017-06-06T00:00:00,0.62,0.893
2017-06-07T00:00:00,0.61,0.848
2017-06-08T00:00:00,0.6,0.804
2017-06-09T00:00:00,0.73,0.774
2017-06-10T00:00:00,1.02,0.752
2017-06-11T00:00:00,1.08,0.721
2017-06-12T00:00:00,0.96,0.763
2017-06-13T00:00:00,1.57,0.871
2017-06-14T00:00:00,2.88,0.917
2017-06-15T00:00:00,3.27,0.909
2017-06-16T00:00:00,2.54,0.884
2017-06-17T00:00:00,1.79,0.855
2017-06-18T00:00:00,1.44,0.825
2017-06-19T00:00:00,1.12,0.794
2017-06-20T00:00:00,0.99,0.794
2017-06-21T00:00:00,1.34,0.894
2017-06-22T00:00:00,2.55,0.949
2017-06-23T00:00:00,3.23,0.945
2017-06-24T00:00:00,2.71,0.922
2017-06-25T00:00:00,2.16,0.898
2017-06-26T00:00:00,1.76,0.873
2017-06-27T00:00:00,1.66,0.849
2017-06-28T00:00:00,1.94,0.826
2017-06-29T00:00:00,1.55,0.803
2017-06-30T00:00:00,1.23,0.778
2017-07-01T00:00:00,0.93,0.751
2017-07-02T00:00:00,0.82,0.725
2017-07-03T00:00:00,0.72,0.699
2017-07-04T00:00:00,0.69,0.676
2017-07-05T00:00:00,0.67,0.652
2017-07-06T00:00:00,0.66,0.63
2017-07-07T00:00:00,0.64,0.609
2017-07-08T00:00:00,0.61,0.586
2017-07-09T00:00:00,0.58,0.564
2017-07-10T00:00:00,0.43,0.542
2017-07-11T00:00:00,0.23,0.521
2017-07-12T00:00:00,0.22,0.513
2017-07-13T00:00:00,0.54,0.505
2017-07-14T00:00:00,1.68,0.491
2017-07-15T00:00:00,2.55,0.474
2017-07-16T00:00:00,2.5,0.456
2017-07-17T00:00:00,2.38,0.44
2017-07-18T00:00:00,1.71,0.426
2017-07-19T00:00:00,0.99,0.411
2017-07-20T00:00:00,1.09,0.396
